instance_id,user_id,text,politeness,gender,race,age,occupation,education,gpt-5.2 (zero shot prompting),claude-sonnet-4.6 (zero shot prompting),claude-opus-4.6 (zero shot prompting),gemini-3.1-pro (zero shot prompting),claude-haiku-4.5 (zero shot prompting),llama-3-8b (zero shot prompting),mistral-large-2512 (zero shot prompting),gpt-oss-120b (zero shot prompting),gpt-5.2 (few shot),claude-sonnet-4.6 (few shot),claude-opus-4.6 (few shot),gemini-3.1-pro (few shot),claude-haiku-4.5 (few shot),llama-3-8b (few shot),mistral-large-2512 (few shot),gpt-oss-120b (few shot),gpt-5.2 (persona prompt),claude-sonnet-4.6 (persona prompt),claude-opus-4.6 (persona prompt),gemini-3.1-pro (persona prompt),claude-haiku-4.5 (persona prompt),llama-3-8b (persona prompt),mistral-large-2512 (persona prompt),gpt-oss-120b (persona prompt)
1975,5,"Thanks Kathy...
Would you mind letting me know when I have access to the curve validation file in the O:// drive, or if there's anything I need to do to secure those rights.  Currently we are actually trying to track down who has the broker quotes.  Chance Rabon has said he will do some research and I've contacted some of the traders from the West Desk who were in charge of collecting that information.
Susan",4.0,Woman,White,30-34,Homemaker,College degree,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
2055,5,"FRIENDLY REMINDER - DON'T FORGET TO BRING YOUR DESSERT GOODIES ON THE DAY YOU SIGNED UP FOR!!

THANK YOU!

RENEE

X-34866!",2.0,Woman,White,30-34,Homemaker,College degree,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0
3182,5,"Hi,

I am sorry for the delay in my response. In my earlier email I failed to include your email address when I sent it out. I am deeply sorry for that.

Kay",5.0,Woman,White,30-34,Homemaker,College degree,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
1121,5,"Hey there.
 Got your message.  I'll get you the numbers by tomorrow afternoon, maybe today.
Thanks",4.0,Woman,White,30-34,Homemaker,College degree,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
2659,5,"You are not able to lose 30 points from the last time that you took it. Don´t underestimate yourself, you got this!",3.0,Woman,White,30-34,Homemaker,College degree,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0
2205,5,"Maria,
Hey, your database sucks!  (j/k) Give me a ring when you get a chance.
Mat",1.0,Woman,White,30-34,Homemaker,College degree,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
3396,5,"Hello!



I really appreciate you for what you have done for me!



Thanks!



Angelica Paez",5.0,Woman,White,30-34,Homemaker,College degree,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0
1005,5,"Hey, you know that girl I met up with last week? I think she might have given me something, and something serious. You have any advice to give me?",1.0,Woman,White,30-34,Homemaker,College degree,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,,3.0,2.0
3635,5,"Federico,
Go to the website that is noted at the bottom of this e-mail. You can kill Osama as many times as you want.
Paul",1.0,Woman,White,30-34,Homemaker,College degree,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0
2731,5,"Good afternoon Shelley,

I was wanting to figure out if you had any spare time so we could get together and talk about my professional development and if there are any possible opportunities that I would be eligible for?

Let me know when would be convenient for you!

Thank you so much!",5.0,Woman,White,30-34,Homemaker,College degree,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
1341,5,"Dan,

Hello, have you received a copy of the guarantee format?

Brant",5.0,Woman,White,30-34,Homemaker,College degree,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
413,5,"Dear Valery, I truly appreciate your comforting words under these unusual circumstances.



Thank you,

Vince",5.0,Woman,White,30-34,Homemaker,College degree,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
3334,5,"Todd Esay called and still wants to book out some power deals. I refered him to Ed Sacks. BUT, I want to hold off on the book outs and tell him we'll do them if they agree to a credit ring (will bring in cash) on the gas side. Bill would need to call Sempra credit to verify our total exposure. Can we talk to them about this???? Please let Bill know.   geof",1.0,Woman,White,30-34,Homemaker,College degree,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
808,5,"Victor, doesn't matter to me.  You pick - Mr. Goodell or someone else.",2.0,Woman,White,30-34,Homemaker,College degree,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
2799,5,"Hello Drew,



If TW is unable to sell the Mavrix capacity in 60 days, do you know if he will take the financial risk and not hold Mavrix responsible for the difference? If he does, I think it will be alright as we can resell the capacity in a different package of time. Let me know what you think.



KW",5.0,Woman,White,30-34,Homemaker,College degree,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0
2141,5,"Dear Beautiful,

     How are you? I am doing well. Your books are in my car. Want to come over to my house? I would love to get to know you better. Will you please call my number? It's (555) 867-5309. 

     Yours truly,

     Roland",1.0,Woman,White,30-34,Homemaker,College degree,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
3135,5,"Folks,
We are getting very close on an agreement with Intergen.  In the interest of having as many eyes on this as possible, can all of you please review this and we will meet next week to review any remaining concerns.
Thanks,
Tom",5.0,Woman,White,30-34,Homemaker,College degree,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1603,5,"You definitely took the words right out of my mouth. Great minds think alike?



Have a nice day.",5.0,Woman,White,30-34,Homemaker,College degree,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
3561,5,"According to our records you are the contact for the student ordering this

course. Attached is a copy of this order modification

email, which is a Registration Cancellation Notification on 04/17/2001",3.0,Woman,White,30-34,Homemaker,College degree,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0
2807,5,"Hello,

I ordered a computer and printer through the Enron Click at Home program. I received a confirmation, but it seems as if it's only for the computer and not the printer. My order number is 507208940. I would really appreciate it if I could have someone check on the status of my order. Thanks!",5.0,Woman,White,30-34,Homemaker,College degree,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
1861,5,"According to Bilas' advisor Halligan, Bilas did not cut a deal with any

other Commissioners and give them a heads up on what was going to be proposed. She says he will meet with parties next week and be receptive to any information showing that they misinterpreted the PG&E citygate pricing data.

Mike Day",3.0,Woman,White,30-34,Homemaker,College degree,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0
2938,5,Where have you been??  Why havn't you called??,1.0,Woman,White,30-34,Homemaker,College degree,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
2202,5,"Just a reminder that I will be out of the office on Wednesday 11/21/01.  If you need assistance, Becky can help you and she can reach me if needed.
Ina",5.0,Woman,White,30-34,Homemaker,College degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2365,5,"Hey woman, how much vacation do I have left BEFORE i fill out a timesheet for 
the 2nd part of August?",1.0,Woman,White,30-34,Homemaker,College degree,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0
3544,5,"Hi J,   You can always make me laugh by your expressions in these emails.  Best, K",3.0,Woman,White,30-34,Homemaker,College degree,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0
2951,5,"which age comment?  the one when i said that you were too old to be my 
girlfriend after i get married?",1.0,Woman,White,30-34,Homemaker,College degree,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
3265,5,Don't tell me - did you tell his nibs - it's his issue,1.0,Woman,White,30-34,Homemaker,College degree,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0
60,5,Are you mistaken? Are you thinking that I assume I like you something?,1.0,Woman,White,30-34,Homemaker,College degree,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0
2750,5,"Travis:



I'm sorry, but I was on vacation on 11/17 when you sent your email.  It may be too late to respond now, but if you still need me, let me know.



Sara",4.0,Woman,White,30-34,Homemaker,College degree,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
3463,5,"Camille, you're not waiting on anything from me to resolve the ""Bakersfield 
Californian Issue"", are you?",5.0,Woman,White,30-34,Homemaker,College degree,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
2010,5,I missed you and your wiseass comments.  Glad you're back.,1.0,Woman,White,30-34,Homemaker,College degree,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0
1712,5,"First off, I would like to thank you and show my appreciation everything that you’re doing and came back at me so quickly. I am very sure you are very busy. I just spoke with Paul and he said it would be best to include every long-term test under his name, since he will potentially do all the deals with the traders Dash long-term southwest, long-term northwest, long-term California, long-term west. 



Management again thank you so much for everything that you do. I really appreciate it.







Erin capital &trade 

Resource corp",5.0,Woman,White,30-34,Homemaker,College degree,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
2804,5,"I never get good jokes which is why I haven't been sharing any. I am having a bad week. I am feeling sick and tired, unfortunately. I can't wait for the weekend. I am going to sleep and golf. 

May I ask where are you going on vacation? There are many weekends left in the summer and that is not good. 

Out of the weekends that are left, I have two weddings and one stag to Houston, and a trip to Toronto. Maybe I am never going to play any golf. I hope so.",1.0,Woman,White,30-34,Homemaker,College degree,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
2400,5,"Oops, I can't read you already said that.",2.0,Woman,White,30-34,Homemaker,College degree,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
1702,5,they have to be worried about you in ebs if you come in to work hung over on mondays,2.0,Woman,White,30-34,Homemaker,College degree,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0
3619,5,You are on fire today!  Glad yoi th8nk so highly of me.  I give the goldfish two weeks.,1.0,Woman,White,30-34,Homemaker,College degree,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0
3143,5,You use your tongue better than a two dollar whore.,1.0,Woman,White,30-34,Homemaker,College degree,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
3474,5,The last four digits aren't really as important as the area code. That's all that really matters.,3.0,Woman,White,30-34,Homemaker,College degree,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0
54,6,"Good to hear from you.  Man I guess I'm just falling apart, physically and 
mentally.  Can't invest worth a crap either.  I'm going to start burying my 
money in a tin can somewhere.  I also keep thinking about buying a place 
and/or a new car.  But then I look at my $20.00 utility bill - thats a hard 
thing to ingnore.
Someones waiting for me here.  Chat with you later.",3.0,Woman,Black or African American,18-24,Employed,College degree,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
321,6,"Hey guys, I sent the photos let me know if you got them. Love ya. ",5.0,Woman,Black or African American,18-24,Employed,College degree,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0
3314,6,I love it here.  There is lots to do and I am learning all sorts of stuff.  I really don't miss Reliant at all.  Are you having fun at the Kentucky Derby?  Is this a company sponsored thing?,5.0,Woman,Black or African American,18-24,Employed,College degree,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0
554,6,"Mr. Feo's assistant will e-mail a call in number. Ed Feo (LA), Dan Mummery

(NYC), Steve Kramer (WDC), Eric Sanford (NYC)



Do you know their contact info?



Thanks.",3.0,Woman,Black or African American,18-24,Employed,College degree,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2885,6,"Here's a set of any master agreements I need ASAP.

I didn't mention it in the earlier ones, but for all of these, if any of the agreements have been amended, I will need any amendments, as well as any guarantees. Much thanks!",4.0,Woman,Black or African American,18-24,Employed,College degree,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0
3078,6,"I'm at my new desk on the 4th floor. my computer is here, but it looks like my phone has not been activated. So, I don't know when I'll be able to call you. Until my phone is activated my correspondence can only be email",3.0,Woman,Black or African American,18-24,Employed,College degree,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0
2496,6,"I'm not sure you trust me enough to tell me the truth. In order to work with you I need to know I can rely on what you tell me, otherwise there's going to be a problem for both of us.",2.0,Woman,Black or African American,18-24,Employed,College degree,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0
2958,6,"Tana:
The following CPs are not authorized to trade US power since they are 
restricted by credit:
River Trading Company, LLC
Gerald Metals Inc.
Leslie",3.0,Woman,Black or African American,18-24,Employed,College degree,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0
1945,6,"Are you even working today or is this another one of those hokey trading
holidays??",1.0,Woman,Black or African American,18-24,Employed,College degree,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
1696,6,"I HAVE NOT RECEIVED YOUR DATA FORMS.  I MUST HAVE SOME OF THE INFORMATION ON 
THIS FORM IN ORDER TO SCHEDULE THE MOVE.  PLEASE SEND THIS TO ME ASAP.  IF 
YOU HAVE ANY QUESTIONS, PLEASE FEEL FREE TO CALL ME.
Thank you,
Tammy
x36583",1.0,Woman,Black or African American,18-24,Employed,College degree,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0
1090,6,He said he should be careful with the stuff ,3.0,Woman,Black or African American,18-24,Employed,College degree,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
2756,6,"Your understanding is correct.   The trades are binding on the legal entity

holding the user id and password. Any trades done which either the

counterparty or we want to be with a different entity should be assigned

pursuant to a written assignment agreement.  One possible idea we could use to deter the misuse of the system is that If the counterparty were to continue to

misuse the system, we could possibly  make  the types of products

particular entities are not ""supposed"" to trade inaccessible.  

Feel free to contact me anytime at Debbie@company.com if you have any further questions or input, as it is greatly appreciated and valued.



Sincerely,

Debbie R Brackett

12/14/99 07:43 AM",4.0,Woman,Black or African American,18-24,Employed,College degree,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
3390,6,Are you set up on MSN Messenger or AOL Instant Messenger?,3.0,Woman,Black or African American,18-24,Employed,College degree,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
3232,6,"Drew,



Let me know if TW can sell all of the Mavrix capacity within 60 days. If not, is he willing to take the financial risk, absolving Mavrix of responsibility for the difference? 



This might be a desirable outcome, as we may wish to re-sell the capacity in different packages of time. 



Let me know your thoughts.



Best,



KW",5.0,Woman,Black or African American,18-24,Employed,College degree,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0
738,6,"Ask your boss to get you one of these. You're not a part of my cost center!
H
Heather Kroll",3.0,Woman,Black or African American,18-24,Employed,College degree,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0
1834,6,"Bill,

Hello! Yes I will be coming to Boston as scheduled. I look forward to meeting you there. My son has not made his decision as of yet, so I am enclosing his resume, please read over it and let me know what you think.

Thank You!

Vince",5.0,Woman,Black or African American,18-24,Employed,College degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
2426,6,"Will we be in a position to review our associate and analyst positions this weekend to determine if we can offer a job to Zach McCarroll as an analyst on the desk or in fundies?  Call me at the house, 713-528-1141.
 
Thanks,
Mike Grigsby",3.0,Woman,Black or African American,18-24,Employed,College degree,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0
2562,6,"I am not travelling right now, so I will call you at 1 pm Central Daylight Time.",3.0,Woman,Black or African American,18-24,Employed,College degree,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
303,6,I am in pretty bad shape for the foreseeable future which includes vacation. I will call you.,3.0,Woman,Black or African American,18-24,Employed,College degree,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0
3346,6,"  I have heard rumors about a major Monday announcement.  Many people are concerned about the safety of their jobs.  I also heard that my former group, Nowlan's, will be eliminated.  I find this situation worrisome.",3.0,Woman,Black or African American,18-24,Employed,College degree,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0
183,6,"Ok sounds good, here's a little teaser for the group. Do you want the picture you sent me?",4.0,Woman,Black or African American,18-24,Employed,College degree,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0
2705,6,"Hey, who are you talking to at the socal?  The deal for the social was for July, but was imbalanced. The socal was traded at the end of August, i assume they are confused. Please tell them to talk to Steve Baird. 

",3.0,Woman,Black or African American,18-24,Employed,College degree,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0
375,6,"Lou- 
Can you help with this?  
Thanks, Kim.",5.0,Woman,Black or African American,18-24,Employed,College degree,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0
1908,6,"THIS IS AMAZING.  THE GUY MUST BE SMOKING CRACK COCAINE.  I AM SO GLAD THAT=
 I=20
DON'T HAVE TO LIVE IN A STATE THAT IS THIS F!#(@(* STUPID.  MAYBE WE SHOULD=
 ?GO AROUND IN THE NUDE TO KEEP COOL - PROBABLY RAISE THE THERMOSTAT ANOTHE=
R 5 ?DEGREES?????",1.0,Woman,Black or African American,18-24,Employed,College degree,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
45,6,I'm not at all happy about this change in the schedule. I'm not tolerant of waiting.,2.0,Woman,Black or African American,18-24,Employed,College degree,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
970,6,I was going to call to see if you were available. I wanted to inform you that I will be out of the office this afternoon after 2:00pm. I have the Ten shipper meeting to attend.,5.0,Woman,Black or African American,18-24,Employed,College degree,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0
1255,6,"The boy looks very strong and healthy, I have never seen him look so good.



Thank you so much.



All my love



Rory",5.0,Woman,Black or African American,18-24,Employed,College degree,5.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,3.0,3.0
3214,6,"As you requested, here is the updated CP List.

- Kristine",4.0,Woman,Black or African American,18-24,Employed,College degree,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0
2073,6,"we went to tim's but it was pretty lame.  i felt like crap.  i am glad i 
didn't make that party, but i heard susan was russian dancing again.",1.0,Woman,Black or African American,18-24,Employed,College degree,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0
1987,6,"It was just a funny song making fun of Enron.  You didn't miss out on much.
I signed the offer letter last week, and we went through the orientation and filled out the piles of paperwork.  I won't have the new title and company name officially until the 8th I heard.  
What is up with you?  How's the car treating you?  Were you able to sell the maroon thing?
I'm house shopping now, I want to build one, just don't know where.  It is fun looking though.
Talk to you later,
KK",4.0,Woman,Black or African American,18-24,Employed,College degree,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
1684,6,"I don't mean to be rude but I heard in high school your nickname was the ""virgin surgeon""",1.0,Woman,Black or African American,18-24,Employed,College degree,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0
280,6,i hope this isn't a pic of a naked old man again.  what has been going on?  i haven't heard from you in a while.,2.0,Woman,Black or African American,18-24,Employed,College degree,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0
1153,6,"Hello Jim,

There is A VIRUS IS BEING CIRCULATED WITH THE TITLE ""FD JOKE"".? DO NOT OPEN SUCH A

MESSAGE IF YOU SHOULD RECEIVE IT.

Have a great day.",4.0,Woman,Black or African American,18-24,Employed,College degree,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0
